episode_index,reset_seed,x,y,vx,vy,theta,omega,left_contact,right_contact
0,1511897467,-0.006603336427360773,1.4219412803649902,-0.6688671112060547,0.4898066818714142,0.007658463902771473,0.15150845050811768,0.0,0.0
1,1156069968,0.002566814422607422,1.3982722759246826,0.2599737048149109,-0.5621270537376404,-0.002967498265206814,-0.058888018131256104,0.0,0.0
2,747316575,0.0012340545654296875,1.414584994316101,0.1249830573797226,0.16288834810256958,-0.0014231896493583918,-0.02831055223941803,0.0,0.0
3,329122178,0.005750560667365789,1.4066557884216309,0.5824594497680664,-0.18954093754291534,-0.00665672030299902,-0.13193562626838684,0.0,0.0
4,646131025,-0.007118320558220148,1.4033734798431396,-0.7210150957107544,-0.33542248606681824,0.008255060762166977,0.1633206009864807,0.0,0.0
5,386281797,0.007811641786247492,1.4209952354431152,0.7912193536758423,0.44775792956352234,-0.009044952690601349,-0.17922303080558777,0.0,0.0
6,469159189,-0.004582405090332031,1.4036856889724731,-0.46415987610816956,-0.3215378522872925,0.005316616501659155,0.10513909161090851,0.0,0.0
7,1241291005,0.006428623106330633,1.4090553522109985,0.6511497497558594,-0.08289995789527893,-0.007442541886121035,-0.14749519526958466,0.0,0.0
8,825866776,0.00698509206995368,1.415118932723999,0.7075000405311584,0.1865944266319275,-0.008087191730737686,-0.16025926172733307,0.0,0.0
9,401355324,0.006789016537368298,1.4165462255477905,0.6876426339149475,0.25003260374069214,-0.0078600337728858,-0.15576142072677612,0.0,0.0
10,847717680,0.002613925840705633,1.4110270738601685,0.2647515535354614,0.004755111876875162,-0.003022135002538562,-0.059970129281282425,0.0,0.0
11,1843468895,0.003218364669010043,1.4136717319488525,0.3259706497192383,0.12229838222265244,-0.0037224767729640007,-0.07383723556995392,0.0,0.0
12,2089784483,0.0003470420779194683,1.411501407623291,0.0351434126496315,0.02583177573978901,-0.00039542579906992614,-0.007960518822073936,0.0,0.0
13,2027634781,0.0058799744583666325,1.4202213287353516,0.595550000667572,0.4133729338645935,-0.006806507706642151,-0.13490095734596252,0.0,0.0
14,1649752016,0.003979682922363281,1.4197132587432861,0.4030831456184387,0.3908030688762665,-0.004604678135365248,-0.09130436927080154,0.0,0.0
15,2013698973,-0.002074718475341797,1.4050160646438599,-0.2101571261882782,-0.2624082863330841,0.0024108183570206165,0.04760367423295975,0.0,0.0
16,123927870,-0.0005025863647460938,1.4163691997528076,-0.05092552304267883,0.24218182265758514,0.0005892025656066835,0.011535419151186943,0.0,0.0
17,1821182807,-0.0026815414894372225,1.403761386871338,-0.2716222405433655,-0.3181729316711426,0.0031139887869358063,0.061526380479335785,0.0,0.0
18,771268235,0.006433677859604359,1.407365322113037,0.651657223701477,-0.15800903737545013,-0.007448338903486729,-0.14761009812355042,0.0,0.0
19,829040292,-0.00336875906214118,1.4204084873199463,-0.34123867750167847,0.4216953217983246,0.00391037855297327,0.077295683324337,0.0,0.0
20,500441914,-0.004155921749770641,1.4122251272201538,-0.4209713041782379,0.05799638107419014,0.00482252798974514,0.095356285572052,0.0,0.0
21,1954303186,0.00247535714879632,1.4032436609268188,0.2507064938545227,-0.3411831855773926,-0.0028614946641027927,-0.056788645684719086,0.0,0.0
22,1166692149,0.0032290457747876644,1.4139174222946167,0.32704958319664,0.1332091987133026,-0.0037348573096096516,-0.07408162951469421,0.0,0.0
23,970311284,0.005122470669448376,1.4012153148651123,0.5188323259353638,-0.4313336908817291,-0.0059288362972438335,-0.11752311885356903,0.0,0.0
24,994047248,-0.005347728729248047,1.405532717704773,-0.541691780090332,-0.2394549697637558,0.006203571334481239,0.12270130962133408,0.0,0.0
25,1292724342,0.006760215852409601,1.4220569133758545,0.6847137212753296,0.494953453540802,-0.007826530374586582,-0.1550980508327484,0.0,0.0
26,1550610129,0.0038878440391272306,1.4055649042129517,0.39378300309181213,-0.23800374567508698,-0.004498273134231567,-0.08919764310121536,0.0,0.0
27,33180180,0.003029251005500555,1.422174334526062,0.3068186640739441,0.5001856684684753,-0.0035033896565437317,-0.06949902325868607,0.0,0.0
28,1549741238,0.004634666256606579,1.4019426107406616,0.4694282114505768,-0.3989975154399872,-0.0053636664524674416,-0.10633255541324615,0.0,0.0
29,2119324410,0.006025123409926891,1.3984630107879639,0.6102698445320129,-0.5536612272262573,-0.006974882911890745,-0.13823524117469788,0.0,0.0
30,47573630,-0.002110004425048828,1.4062867164611816,-0.213723823428154,-0.20592910051345825,0.0024516370613127947,0.04841160029172897,0.0,0.0
31,1402766798,0.006641102023422718,1.4156286716461182,0.6726584434509277,0.20925047993659973,-0.007688608486205339,-0.15236695110797882,0.0,0.0
32,1736985230,-0.0006860733265057206,1.418428897857666,-0.06950677931308746,0.33372926712036133,0.0008017548243515193,0.01574436016380787,0.0,0.0
33,996707623,0.006443119142204523,1.40805184841156,0.6526111960411072,-0.1274973601102829,-0.0074592577293515205,-0.1478261649608612,0.0,0.0
34,327017008,-2.0122528439969756e-05,1.4053736925125122,-0.002051769755780697,-0.2465059757232666,3.008787280123215e-05,0.0004647456225939095,0.0,0.0
35,481078878,-0.004586124327033758,1.4154739379882812,-0.46453529596328735,0.20238378643989563,0.005320919211953878,0.1052241101861,0.0,0.0
36,1768913085,0.0026530264876782894,1.410681128501892,0.2687121331691742,-0.010626795701682568,-0.0030674394220113754,-0.06086726114153862,0.0,0.0
37,1404684865,-0.005478954408317804,1.4023783206939697,-0.5549701452255249,-0.37965312600135803,0.0063554937951266766,0.1257091462612152,0.0,0.0
38,132668911,-0.00372314453125,1.4010908603668213,-0.3771318793296814,-0.4368724226951599,0.004321014508605003,0.08542601764202118,0.0,0.0
39,918262559,-0.001867103623226285,1.4064576625823975,-0.18914054334163666,-0.1983252465724945,0.0021703860256820917,0.04284317046403885,0.0,0.0
40,793198720,-0.005969905760139227,1.4035998582839966,-0.6047012805938721,-0.32536569237709045,0.006924421992152929,0.13697393238544464,0.0,0.0
41,855731955,0.006658649537712336,1.3984023332595825,0.6744336485862732,-0.5563587546348572,-0.007708920165896416,-0.15276920795440674,0.0,0.0
42,1196246040,-0.004818820860236883,1.410441517829895,-0.48810553550720215,-0.02128177508711815,0.005590551067143679,0.11056318134069443,0.0,0.0
43,987027273,0.003695964813232422,1.4192482233047485,0.3743392825126648,0.37013259530067444,-0.004275840241461992,-0.08479342609643936,0.0,0.0
44,335812333,0.0007602691766805947,1.4075003862380981,0.07698549330234528,-0.15198394656181335,-0.0008741057827137411,-0.017438355833292007,0.0,0.0
45,61636833,-0.0012736320495605469,1.4133431911468506,-0.1290316879749298,0.10769453644752502,0.0014827473787590861,0.029227593913674355,0.0,0.0
46,1783168689,0.007796955294907093,1.4120724201202393,0.7897294759750366,0.05118674039840698,-0.009027916938066483,-0.1788855493068695,0.0,0.0
47,330139630,0.006273937411606312,1.410992980003357,0.6354721784591675,0.003222782863304019,-0.007263191044330597,-0.1439439356327057,0.0,0.0
48,655584412,0.0015113831032067537,1.4167795181274414,0.15307852625846863,0.26041799783706665,-0.001744604087434709,-0.03467461094260216,0.0,0.0
49,840914785,0.0007282256847247481,1.4220294952392578,0.07374848425388336,0.49375006556510925,-0.0008370747091248631,-0.016705207526683807,0.0,0.0
50,1692559281,0.004701518919318914,1.413804531097412,0.4761922359466553,0.12818342447280884,-0.0054410528391599655,-0.10786465555429459,0.0,0.0
51,1056046841,-0.0010187148582190275,1.4033699035644531,-0.10320248454809189,-0.3355633318424225,0.001187239889986813,0.0233769454061985,0.0,0.0
52,1580024342,-0.00585517892614007,1.4183849096298218,-0.5930795669555664,0.3317498564720154,0.006791445426642895,0.1343415379524231,0.0,0.0
53,1139378284,-0.003963947296142578,1.4007163047790527,-0.40152162313461304,-0.4535069167613983,0.0046000429429113865,0.0909506306052208,0.0,0.0
54,1933401080,-0.00024299621873069555,1.4174504280090332,-0.024630777537822723,0.2902318835258484,0.0002883935521822423,0.005579268094152212,0.0,0.0
55,756121258,-0.006376361940056086,1.4135571718215942,-0.6458841562271118,0.11718317866325378,0.0073955184780061245,0.14630244672298431,0.0,0.0
56,777896714,-0.0055253030732274055,1.4171886444091797,-0.5596703290939331,0.27859121561050415,0.00640926044434309,0.12677384912967682,0.0,0.0
57,1259840859,-0.0074447630904614925,1.3995070457458496,-0.7540910840034485,-0.5072807669639587,0.008633412420749664,0.17081281542778015,0.0,0.0
58,1967394020,-0.003403091337531805,1.4114354848861694,-0.34471991658210754,0.0229001697152853,0.003950211219489574,0.07808418571949005,0.0,0.0
59,1449267987,0.004832935519516468,1.4066481590270996,0.4895082116127014,-0.1898723989725113,-0.005593374837189913,-0.11088087409734726,0.0,0.0
60,865829840,-0.004795360378921032,1.4205663204193115,-0.4857345521450043,0.4287053048610687,0.005563430953770876,0.1100260391831398,0.0,0.0
61,1212887003,0.006068420596420765,1.42057204246521,0.6146566271781921,0.428956001996994,-0.007025060243904591,-0.1392289251089096,0.0,0.0
62,1478030336,0.006192588713020086,1.4173909425735474,0.6272273659706116,0.2875852584838867,-0.007168903481215239,-0.14207659661769867,0.0,0.0
63,1692503548,0.005016899202018976,1.4116445779800415,0.508145272731781,0.03219584748148918,-0.005806577857583761,-0.11510245501995087,0.0,0.0
64,430828717,0.002505779266357422,1.4175151586532593,0.2537945508956909,0.293113648891449,-0.0028968043625354767,-0.05748821049928665,0.0,0.0
65,57315423,0.0019614219199866056,1.4199048280715942,0.19866207242012024,0.39931392669677734,-0.0022660703398287296,-0.04499996080994606,0.0,0.0
66,1085470789,-0.005040454678237438,1.4197125434875488,-0.5105684399604797,0.39076265692710876,0.005847510416060686,0.11565136909484863,0.0,0.0
67,1303337958,-0.0031193732284009457,1.4111859798431396,-0.31598442792892456,0.0118165398016572,0.00362147344276309,0.07157520949840546,0.0,0.0
68,1124770563,-0.0077073099091649055,1.4162750244140625,-0.7806742191314697,0.2379632443189621,0.0089375339448452,0.17683446407318115,0.0,0.0
69,1223071738,-0.002739048097282648,1.4073803424835205,-0.2774643898010254,-0.15731708705425262,0.003180799772962928,0.06284976750612259,0.0,0.0
70,1942128127,0.004555797670036554,1.398535966873169,0.46144169569015503,-0.5504114031791687,-0.005272276233881712,-0.10452324151992798,0.0,0.0
71,996607899,-0.0005383491516113281,1.4220290184020996,-0.054542191326618195,0.4937211275100708,0.0006305754650384188,0.012354669161140919,0.0,0.0
72,1737866112,0.003701877547428012,1.4058420658111572,0.37495091557502747,-0.22569908201694489,-0.004282812587916851,-0.0849318653345108,0.0,0.0
73,757340419,-0.0017573356162756681,1.4039921760559082,-0.17801547050476074,-0.30790627002716064,0.0020431140437722206,0.04032308980822563,0.0,0.0
74,753481078,7.314681715797633e-05,1.4097825288772583,0.007394587155431509,-0.050552625209093094,-7.797391299391165e-05,-0.0016749920323491096,0.0,0.0
75,267036560,0.004356765653938055,1.407854437828064,0.44127926230430603,-0.1362551897764206,-0.00504161836579442,-0.09995629638433456,0.0,0.0
76,545894397,0.0038591385819017887,1.4197561740875244,0.39087608456611633,0.39271825551986694,-0.004465008620172739,-0.08853930234909058,0.0,0.0
77,1135396990,-0.005801200866699219,1.415639042854309,-0.5876120328903198,0.2097192257642746,0.0067289164289832115,0.1331029087305069,0.0,0.0
78,298179044,0.00017871856107376516,1.4133559465408325,0.018087202683091164,0.10826244950294495,-0.00020029109145980328,-0.00409702118486166,0.0,0.0
79,125123540,0.002760982606559992,1.421201467514038,0.2796355187892914,0.4569438099861145,-0.0031924284994602203,-0.06334152817726135,0.0,0.0
80,591410935,-0.0029812813736498356,1.3992047309875488,-0.30199143290519714,-0.5206929445266724,0.003461407031863928,0.06840556114912033,0.0,0.0
81,1481583176,0.004800605587661266,1.411911964416504,0.48622947931289673,0.04407082870602608,-0.0055558648891747,-0.11013822257518768,0.0,0.0
82,1667192397,-0.005645466037094593,1.4048579931259155,-0.5718492269515991,-0.2694408595561981,0.006548566743731499,0.12953248620033264,0.0,0.0
83,609237933,0.006710147950798273,1.4097918272018433,0.6796497106552124,-0.05016403645277023,-0.007768597453832626,-0.15395088493824005,0.0,0.0
84,1201714534,-0.004096031188964844,1.3983979225158691,-0.41489753127098083,-0.5565444827079773,0.004753049463033676,0.09398055076599121,0.0,0.0
85,1063402990,0.006363868713378906,1.4126222133636475,0.6445678472518921,0.0756281241774559,-0.007367281708866358,-0.14600417017936707,0.0,0.0
86,282464540,-0.00028743743314407766,1.399671196937561,-0.029136518016457558,-0.499946653842926,0.0003399220877327025,0.006599882151931524,0.0,0.0
87,235932419,0.006418132688850164,1.4063937664031982,0.6500697731971741,-0.20118539035320282,-0.007430200465023518,-0.14725060760974884,0.0,0.0
88,599786137,-0.006127452943474054,1.4110262393951416,-0.6206560730934143,0.004698348231613636,0.00710693933069706,0.14058782160282135,0.0,0.0
89,767575573,0.006448554806411266,1.4157648086547852,0.6531586050987244,0.2152930349111557,-0.007465526927262545,-0.1479501575231552,0.0,0.0
90,279323583,0.0003639221249613911,1.3983962535858154,0.03684736415743828,-0.5566145777702332,-0.0004148984735365957,-0.008346501737833023,0.0,0.0
91,1715869078,-0.0054336548782885075,1.4105181694030762,-0.5503959655761719,-0.017873505130410194,0.00630315113812685,0.12467298656702042,0.0,0.0
92,1335238929,-0.007874583825469017,1.4016495943069458,-0.7976261377334595,-0.4120439887046814,0.009131476283073425,0.18067426979541779,0.0,0.0
93,1852856207,0.0049721719697117805,1.413794755935669,0.5036092400550842,0.12775467336177826,-0.005754678510129452,-0.11407484859228134,0.0,0.0
94,1995117280,0.004864311311393976,1.4065055847167969,0.49268728494644165,-0.19620364904403687,-0.0056297434493899345,-0.1116010770201683,0.0,0.0
95,1132105043,0.007270431611686945,1.4141720533370972,0.7364097237586975,0.14451156556606293,-0.008417918346822262,-0.16680800914764404,0.0,0.0
96,1226917952,-0.0012369155883789062,1.3996974229812622,-0.1253054291009903,-0.4987927973270416,0.0014401096850633621,0.028383608907461166,0.0,0.0
97,1188830806,-0.004408454988151789,1.4103518724441528,-0.44653597474098206,-0.025272242724895477,0.005114997737109661,0.10114699602127075,0.0,0.0
98,560171774,0.0004467964172363281,1.4198377132415771,0.04523160681128502,0.3963361978530884,-0.000510835146997124,-0.010245615616440773,0.0,0.0
99,1425889133,-0.0007171630859375,1.4156020879745483,-0.07265978306531906,0.20808692276477814,0.0008378314087167382,0.016458546742796898,0.0,0.0
100,2122019934,0.003943061921745539,1.399886131286621,0.399372398853302,-0.4904128611087799,-0.0045622242614626884,-0.09046383202075958,0.0,0.0
101,2067582123,-0.0013019561301916838,1.4175583124160767,-0.1318908929824829,0.2950316369533539,0.0015154602006077766,0.029875274747610092,0.0,0.0
102,1591649070,-0.00614242535084486,1.4109894037246704,-0.6221731901168823,0.0030662233475595713,0.00712428567931056,0.14093145728111267,0.0,0.0
103,604745017,-0.003134059952571988,1.4147100448608398,-0.317472904920578,0.1684454381465912,0.0036384924314916134,0.07191239297389984,0.0,0.0
104,532366249,-0.0014433860778808594,1.4135321378707886,-0.14621615409851074,0.11608720570802689,0.0016793209360912442,0.033120132982730865,0.0,0.0
105,320993646,-0.0005271911504678428,1.417622447013855,-0.05341734364628792,0.2978752553462982,0.0006177006289362907,0.012099831365048885,0.0,0.0
106,108442288,-0.004690933041274548,1.4159867763519287,-0.475161612033844,0.22517774999141693,0.005442474968731403,0.10763140767812729,0.0,0.0
107,1663943033,-0.0020838738419115543,1.4198918342590332,-0.211083322763443,0.39873847365379333,0.0024214203003793955,0.0478135421872139,0.0,0.0
108,1318116718,-0.004678821656852961,1.4200997352600098,-0.47393909096717834,0.40798458456993103,0.005428479518741369,0.10735438019037247,0.0,0.0
109,821091633,0.0032602311111986637,1.4062395095825195,0.3302110731601715,-0.2080260068178177,-0.0037710249889642,-0.0747976005077362,0.0,0.0
110,1164182530,-0.0023326873779296875,1.4114758968353271,-0.23629292845726013,0.024707017466425896,0.0027098029386252165,0.053523920476436615,0.0,0.0
111,628265277,0.0013087273109704256,1.4116780757904053,0.1325281411409378,0.03368337079882622,-0.0015095326816663146,-0.030019611120224,0.0,0.0
112,691927298,0.005206203553825617,1.4065576791763306,0.527301013469696,-0.1938931792974472,-0.0060257441364228725,-0.11944155395030975,0.0,0.0
113,2053975493,0.006880378816276789,1.4134583473205566,0.6968835592269897,0.11279713362455368,-0.00796576403081417,-0.15785463154315948,0.0,0.0
114,1576210418,-0.004930687136948109,1.3997539281845093,-0.4994380474090576,-0.49628159403800964,0.005720213521271944,0.11313018947839737,0.0,0.0
115,1189256947,-0.003330803010612726,1.4160995483398438,-0.33740073442459106,0.23019126057624817,0.0038664720486849546,0.07642632722854614,0.0,0.0
116,1892270804,0.003173828125,1.4053943157196045,0.32146912813186646,-0.2455883026123047,-0.0036709848791360855,-0.07281754910945892,0.0,0.0
117,1513690440,0.0026768683455884457,1.4063249826431274,0.27112627029418945,-0.20423369109630585,-0.0030950638465583324,-0.061414025723934174,0.0,0.0
118,1824683614,0.004012680146843195,1.4160603284835815,0.40641817450523376,0.22844500839710236,-0.004642830695956945,-0.09205983579158783,0.0,0.0
